day,month,year,last.name,first.name,diversity,pot,treatment,rep,bin,shoot,genotype,sampled,length.cm,lesion,lesion.group,lesion.cover,lc.FS,microbe.sample,shoot.damage,senescence,collection.disease.notes,collection.shoot.notes,collection.notes,extraction.year,extraction.month,extraction.day,researcher,Plate.ID,Well.ID,sample.position,sample.weight.mg,extraction.notes,Cq.Mean,Cq.Std.Dev,copy.no,copy.no/extraction,copy.no/cell,cells/uL,cells/extraction,cell/mg,cells.present,qPCR.trial.ID
14,september,2015,dubois,katie,poly,mix.5,cold,3,5,5,red,1,38,0,0,0,0,0,0,0,.,.,.,2016,december,20,schenck,BWE_P4,7C,m,3.73,.,36.32,NA,NA,NA,927.2661687,NA,NA,NA,NA,T31&T33
14,september,2015,dubois,katie,poly,mix.5,cold,3,5,5,white,1,36,1,<10,NA,5,0,0,0,.,.,.,2016,december,20,schenck,BWE_P4,7D,m,3.91,.,35.55,0.455,7.734232486,773.4232486,927.2661687,0.008340898,0.834089795,0.213322198,1,T31
14,september,2015,dubois,katie,poly,mix.6,cold,3,5,5,yellow,1,37,1,<10,NA,5,0,0,0,.,.,.,2016,december,20,schenck,BWE_P4,7E,m,2.42,.,0,0,0,0,715.6892287,0,0,0,0,T31&T33
14,september,2015,dubois,katie,mono,mono.red,cold,4,9,1,red,1,28.5,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,1B,m,3.36,lesions on sample,23.18,0.219,30801.90099,3080190.099,836.5349305,36.82081867,3682.081867,1095.857699,1,T37
14,september,2015,dubois,katie,mono,mono.yellow,cold,4,9,3,yellow,1,48,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,2C,m,3.78,lesions on sample,0,0,0,0,836.5349305,0,0,0,0,T37
14,september,2015,dubois,katie,mono,mono.orange,cold,4,9,3,orange,1,49.5,NA,NA,NA,NA,0,0,0,.,.,*Lesion data absent?,2017,october,26,schenck,BWE_P1,12D,m,3.73,.,0,0,0,0,1185.84935,0,0,0,0,T36
14,september,2015,dubois,katie,mono,mono.blue,cold,4,9,1,blue,1,48,1,<10,NA,5,0,0,0,.,.,.,2017,october,26,schenck,BWE_P1,10F,m,3.85,.,33.08,0.393,43.44570388,4344.570388,1185.84935,0.036636782,3.663678179,0.951604722,1,T36
14,september,2015,dubois,katie,mono,mono.blue,cold,4,9,2,blue,1,52,1,<10,NA,5,0,0,0,.,.,.,2017,october,26,schenck,BWE_P1,10G,m,3.92,.,0,0,0,0,1185.84935,0,0,0,0,T36
14,september,2015,dubois,katie,mono,mono.blue,cold,4,9,3,blue,1,52,1,<10,NA,5,0,0,0,.,.,.,2017,october,26,schenck,BWE_P1,10H,m,3.95,.,0,0,0,0,1185.84935,0,0,0,0,T36
14,september,2015,dubois,katie,mono,mono.blue,cold,4,9,4,blue,1,57,1,<10,NA,5,0,0,0,.,.,.,2017,october,26,schenck,BWE_P1,11A,?,3.02,.,0,0,0,0,1185.84935,0,0,0,0,T36
14,september,2015,dubois,katie,mono,mono.brown,cold,4,9,1,brown,1,35,1,<10,NA,5,0,0,0,.,.,.,2017,october,26,schenck,BWE_P1,11B,m,2.35,.,0,0,0,0,1185.84935,0,0,0,0,T36
14,september,2015,dubois,katie,mono,mono.brown,cold,4,9,2,brown,1,39.5,1,<10,NA,5,0,0,0,.,.,.,2017,october,26,schenck,BWE_P1,11C,m,3.44,.,0,0,0,0,1185.84935,0,0,0,0,T36
14,september,2015,dubois,katie,mono,mono.brown,cold,4,9,3,brown,1,39,1,<10,NA,5,0,0,0,.,.,.,2017,october,26,schenck,BWE_P1,11D,m,3.31,.,0,0,0,0,1185.84935,0,0,0,0,T36
14,september,2015,dubois,katie,mono,mono.brown,cold,4,9,4,brown,1,39.5,1,<10,NA,5,0,0,0,.,.,.,2017,october,26,schenck,BWE_P1,11E,m,2.87,.,0,0,0,0,1185.84935,0,0,0,0,T36
14,september,2015,dubois,katie,mono,mono.green,cold,4,9,1,green,1,22,1,<10,NA,5,0,0,1,.,leaf aged,.,2017,october,26,schenck,BWE_P1,11F,m,3.93,.,35.23,NA,NA,NA,1185.84935,NA,NA,NA,NA,T36
14,september,2015,dubois,katie,mono,mono.green,cold,4,9,2,green,1,32.5,1,<10,NA,5,0,0,1,.,leaf aged,.,2017,october,26,schenck,BWE_P1,11G,m,2.63,.,0,0,0,0,1185.84935,0,0,0,0,T36
14,september,2015,dubois,katie,mono,mono.green,cold,4,9,3,green,1,25,1,<10,NA,5,0,0,1,.,leaf aged,.,2017,october,26,schenck,BWE_P1,11H,m,3.1,.,0,0,0,0,1185.84935,0,0,0,0,T36
14,september,2015,dubois,katie,mono,mono.green,cold,4,9,4,green,1,22,1,<10,NA,5,0,0,0,.,.,.,2017,october,26,schenck,BWE_P1,12A,m,2.92,.,0,0,0,0,1185.84935,0,0,0,0,T36
14,september,2015,dubois,katie,mono,mono.orange,cold,4,9,1,orange,1,47,1,<10,NA,5,0,0,1,.,leaf aged,.,2017,october,26,schenck,BWE_P1,12B,m,3.52,.,0,0,0,0,1185.84935,0,0,0,0,T36
14,september,2015,dubois,katie,mono,mono.orange,cold,4,9,2,orange,1,45.5,1,<10,NA,5,0,0,1,.,leaf aged,.,2017,october,26,schenck,BWE_P1,12C,m,3.07,.,0,0,0,0,1185.84935,0,0,0,0,T36
14,september,2015,dubois,katie,mono,mono.orange,cold,4,9,4,orange,1,33,1,<10,NA,5,0,0,1,.,leaf aged,.,2017,october,26,schenck,BWE_P1,12E,m,3.37,.,0,0,0,0,1185.84935,0,0,0,0,T36
14,september,2015,dubois,katie,mono,mono.purple,cold,4,9,1,purple,1,47,1,<10,NA,5,0,0,1,.,leaf aged,.,2017,october,26,schenck,BWE_P1,12F,m,3.4,.,0,0,0,0,1185.84935,0,0,0,0,T36
14,september,2015,dubois,katie,mono,mono.purple,cold,4,9,2,purple,1,49,1,<10,NA,5,0,0,0,.,.,.,2017,october,26,schenck,BWE_P1,12G,m,2.92,.,0,0,0,0,1185.84935,0,0,0,0,T36
14,september,2015,dubois,katie,mono,mono.purple,cold,4,9,3,purple,1,44,1,<10,NA,5,0,0,0,.,.,.,2017,october,26,schenck,BWE_P1,12H,m,2.51,.,0,0,0,0,1185.84935,0,0,0,0,T36
14,september,2015,dubois,katie,mono,mono.purple,cold,4,9,4,purple,1,35,1,<1,NA,0.5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,1A,m,3.19,.,0,0,0,0,836.5349305,0,0,0,0,T37
14,september,2015,dubois,katie,mono,mono.red,cold,4,9,2,red,1,47,0,0,0,0,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,1C,m,3.13,.,0,0,0,0,773.62257,0,0,0,0,T37&T39
14,september,2015,dubois,katie,mono,mono.red,cold,4,9,3,red,1,40,1,<10,NA,5,0,0,1,.,leaf aged,.,2017,november,30,schenck,BWE_P2,1D,m,3.69,.,0,0,0,0,836.5349305,0,0,0,0,T37
14,september,2015,dubois,katie,mono,mono.red,cold,4,9,4,red,1,36,1,<10,NA,5,0,0,1,.,leaf aged,.,2017,november,30,schenck,BWE_P2,1E,m,3.14,.,0,0,0,0,836.5349305,0,0,0,0,T37
14,september,2015,dubois,katie,mono,mono.white,cold,4,9,1,white,1,28,1,<1,NA,0.5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,1F,m,2.73,.,0,0,0,0,836.5349305,0,0,0,0,T37
14,september,2015,dubois,katie,mono,mono.white,cold,4,9,2,white,1,32,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,1G,m,2.67,.,0,0,0,0,836.5349305,0,0,0,0,T37
14,september,2015,dubois,katie,mono,mono.white,cold,4,9,3,white,1,35.5,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,1H,m,3.83,.,0,0,0,0,836.5349305,0,0,0,0,T37
14,september,2015,dubois,katie,mono,mono.white,cold,4,9,4,white,1,36,1,<1,NA,0.5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,2A,m,2.23,.,0,0,0,0,836.5349305,0,0,0,0,T37
14,september,2015,dubois,katie,mono,mono.yellow,cold,4,9,1,yellow,1,43,1,<10,NA,5,0,0,1,.,leaf aged,.,2017,november,30,schenck,BWE_P2,2B,m,3.53,.,0,0,0,0,836.5349305,0,0,0,0,T37
14,september,2015,dubois,katie,mono,mono.yellow,cold,4,9,4,yellow,1,42,1,<1,NA,0.5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,2D,m,3.99,.,0,0,0,0,773.62257,0,0,0,0,T37&T39
14,september,2015,dubois,katie,poly,mix.7,cold,4,9,5,blue,1,39,1,<10,NA,5,1,0,0,.,.,.,2017,november,30,schenck,BWE_P2,2E,m,3.41,.,0,0,0,0,836.5349305,0,0,0,0,T37
14,september,2015,dubois,katie,poly,mix.7,cold,4,9,5,brown,1,33.5,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,2F,m,3.17,.,0,0,0,0,836.5349305,0,0,0,0,T37
14,september,2015,dubois,katie,poly,mix.8,cold,4,9,5,green,1,33,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,3A,m,3.44,.,0,0,0,0,836.5349305,0,0,0,0,T37
14,september,2015,dubois,katie,poly,mix.8,cold,4,9,5,orange,1,37,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,3B,m,3.29,.,0,0,0,0,836.5349305,0,0,0,0,T37
14,september,2015,dubois,katie,poly,mix.8,cold,4,9,5,purple,1,49,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,3C,m,3.31,.,0,0,0,0,836.5349305,0,0,0,0,T37
14,september,2015,dubois,katie,poly,mix.8,cold,4,9,5,red,1,35,0,0,0,0,0,0,1,.,leaf aged,.,2017,november,30,schenck,BWE_P2,3D,m,2.4,.,0,0,0,0,836.5349305,0,0,0,0,T37
14,september,2015,dubois,katie,poly,mix.7,cold,4,9,5,white,1,26,1,<10,NA,5,0,0,1,.,leaf aged,.,2017,november,30,schenck,BWE_P2,2G,m,3.45,.,0,0,0,0,836.5349305,0,0,0,0,T37
14,september,2015,dubois,katie,poly,mix.7,cold,4,9,5,yellow,1,23,1,<10,NA,5,0,0,1,.,leaf aged,.,2017,november,30,schenck,BWE_P2,2H,m,3.52,.,36.07,0.317,3.649980867,364.9980867,836.5349305,0.004363214,0.436321394,0.123954941,1,T37
14,september,2015,dubois,katie,mono,mono.purple,cold,5,14,4,purple,1,54,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,10E,m,3.91,lesions on sample,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,mono,mono.blue,cold,5,14,1,blue,1,35,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,8C,m,3.09,.,0,0,0,0,744.8850606,0,0,0,0,T38
14,september,2015,dubois,katie,mono,mono.blue,cold,5,14,2,blue,1,60,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,8D,m,3.87,.,0,0,0,0,744.8850606,0,0,0,0,T38
14,september,2015,dubois,katie,mono,mono.blue,cold,5,14,3,blue,1,24.5,0,0,0,0,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,8E,m,2.23,.,0,0,0,0,744.8850606,0,0,0,0,T38
14,september,2015,dubois,katie,mono,mono.blue,cold,5,14,4,blue,1,40.5,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,8F,m,3.41,.,0,0,0,0,744.8850606,0,0,0,0,T38
14,september,2015,dubois,katie,mono,mono.brown,cold,5,14,1,brown,1,49,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,8G,?,3.47,.,0,0,0,0,744.8850606,0,0,0,0,T38
14,september,2015,dubois,katie,mono,mono.brown,cold,5,14,2,brown,1,42.5,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,8H,m,2.71,.,0,0,0,0,744.8850606,0,0,0,0,T38
14,september,2015,dubois,katie,mono,mono.brown,cold,5,14,3,brown,1,38,1,<10,NA,5,0,0,1,.,leaf aged,.,2017,november,30,schenck,BWE_P2,9A,m,2.83,.,0,0,0,0,744.8850606,0,0,0,0,T38
14,september,2015,dubois,katie,mono,mono.brown,cold,5,14,4,brown,1,43.5,1,<10,NA,5,0,0,1,.,leaf aged,.,2017,november,30,schenck,BWE_P2,9B,?,3.59,.,0,0,0,0,773.62257,0,0,0,0,T38&T39
14,september,2015,dubois,katie,mono,mono.green,cold,5,14,1,green,1,37,1,<1,NA,0.5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,9C,m,3.92,.,0,0,0,0,744.8850606,0,0,0,0,T38
14,september,2015,dubois,katie,mono,mono.green,cold,5,14,2,green,1,31,1,<1,NA,0.5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,9D,m,2.14,.,0,0,0,0,744.8850606,0,0,0,0,T38
14,september,2015,dubois,katie,mono,mono.green,cold,5,14,3,green,1,36,1,<10,NA,5,1,0,0,.,.,.,2017,november,30,schenck,BWE_P2,9E,m,3.28,.,0,0,0,0,744.8850606,0,0,0,0,T38
14,september,2015,dubois,katie,mono,mono.green,cold,5,14,4,green,1,31,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,9F,m,3.03,.,0,0,0,0,744.8850606,0,0,0,0,T38
14,september,2015,dubois,katie,mono,mono.orange,cold,5,14,2,orange,1,36.5,1,<1,NA,0.5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,9G,m,2.83,.,0,0,0,0,744.8850606,0,0,0,0,T38
14,september,2015,dubois,katie,mono,mono.orange,cold,5,14,3,orange,1,50,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,9H,m,3.77,.,0,0,0,0,744.8850606,0,0,0,0,T38
14,september,2015,dubois,katie,mono,mono.orange,cold,5,14,4,orange,1,42.5,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,10A,m,2.4,.,36.1,0.081,5.053907031,505.3907031,744.8850606,0.006784815,0.67848146,0.282700608,1,T38
14,september,2015,dubois,katie,mono,mono.purple,cold,5,14,1,purple,1,52,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,10B,m,2.73,.,0,0,0,0,744.8850606,0,0,0,0,T38
14,september,2015,dubois,katie,mono,mono.purple,cold,5,14,2,purple,1,58,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,10C,m,3.58,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,mono,mono.purple,cold,5,14,3,purple,1,46.5,1,<1,NA,0.5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,10D,m,3.25,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,mono,mono.red,cold,5,14,1,red,1,52,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,10F,m,2.55,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,mono,mono.red,cold,5,14,2,red,1,43,1,<1,NA,0.5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,10G,m,2.65,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,mono,mono.red,cold,5,14,3,red,1,56,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,10H,m,2.07,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,mono,mono.white,cold,5,14,1,white,1,55,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,11A,m,3.01,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,mono,mono.white,cold,5,14,2,white,1,51,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,11B,m,2.22,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,mono,mono.white,cold,5,14,3,white,1,41,1,<1,NA,0.5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,11C,m,3.72,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,mono,mono.white,cold,5,14,4,white,1,41.5,1,<1,NA,0.5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,11D,m,3.14,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,mono,mono.yellow,cold,5,14,1,yellow,1,48.5,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,11E,m,2.5,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,mono,mono.yellow,cold,5,14,2,yellow,1,34.5,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,11F,m,2.18,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,mono,mono.yellow,cold,5,14,3,yellow,1,49.5,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,11G,m,3.5,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,mono,mono.yellow,cold,5,14,4,yellow,1,44,1,<1,NA,0.5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,11H,m,3.15,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,poly,mix.1,cold,5,14,5,blue,1,34,0,0,0,0,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,12A,m,3.51,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,poly,mix.1,cold,5,14,5,brown,1,38,1,<1,NA,0.5,0,0,1,.,leaf aged,.,2017,november,30,schenck,BWE_P2,12B,m,3.39,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,poly,mix.1,cold,5,14,5,green,1,27.5,1,<1,NA,0.5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,12C,m,3.81,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,poly,mix.2,cold,5,14,5,orange,1,47,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,12E,m,2.31,.,35.81,NA,NA,NA,773.62257,NA,NA,NA,NA,T39
14,september,2015,dubois,katie,poly,mix.2,cold,5,14,5,purple,1,50.5,1,<10,NA,5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,12F,m,2.54,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,poly,mix.2,cold,5,14,5,red,1,28.5,0,0,0,0,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,12G,m,2.94,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,poly,mix.2,cold,5,14,5,white,1,46,1,<1,NA,0.5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,12H,m,2.73,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,poly,mix.1,cold,5,14,5,yellow,1,22,1,<1,NA,0.5,0,0,0,.,.,.,2017,november,30,schenck,BWE_P2,12D,m,3.51,.,0,0,0,0,773.62257,0,0,0,0,T39
14,september,2015,dubois,katie,mono,mono.blue,hot,1,1,1,blue,1,44,1,<10,NA,5,0,0,0,.,.,.,2016,december,10,schenck,BWE_P3,10F,m,3.38,.,0,0,0,0,772.949327,0,0,0,0,T29
14,september,2015,dubois,katie,mono,mono.blue,hot,1,1,2,blue,1,40,1,<10,NA,5,0,0,0,.,.,.,2016,december,10,schenck,BWE_P3,10G,m,2.62,.,0,0,0,0,772.949327,0,0,0,0,T29
14,september,2015,dubois,katie,mono,mono.blue,hot,1,1,3,blue,1,36,1,<10,NA,5,1,0,0,.,.,.,2016,december,10,schenck,BWE_P3,10H,m,3.36,.,0,0,0,0,772.949327,0,0,0,0,T29
14,september,2015,dubois,katie,mono,mono.blue,hot,1,1,4,blue,1,39,1,<10,NA,5,0,0,0,.,.,.,2016,december,10,schenck,BWE_P3,11A,m,3.18,.,0,0,0,0,772.949327,0,0,0,0,T29
14,september,2015,dubois,katie,mono,mono.brown,hot,1,1,1,brown,1,29,1,<10,NA,5,0,0,0,.,.,.,2016,december,10,schenck,BWE_P3,11B,m,2.85,.,0,0,0,0,772.949327,0,0,0,0,T29
14,september,2015,dubois,katie,mono,mono.brown,hot,1,1,2,brown,1,44,1,<10,NA,5,0,0,0,.,.,.,2016,december,10,schenck,BWE_P3,11C,m,3.64,.,0,0,0,0,772.949327,0,0,0,0,T29
14,september,2015,dubois,katie,mono,mono.brown,hot,1,1,3,brown,1,35,1,<10,NA,5,0,0,0,.,.,.,2016,december,10,schenck,BWE_P3,11D,m,2.87,.,0,0,0,0,772.949327,0,0,0,0,T29
14,september,2015,dubois,katie,mono,mono.brown,hot,1,1,4,brown,1,56.5,1,<10,NA,5,0,0,0,.,.,.,2016,december,10,schenck,BWE_P3,11E,m,2.62,.,0,0,0,0,772.949327,0,0,0,0,T29
14,september,2015,dubois,katie,mono,mono.green,hot,1,1,1,green,1,28,1,<10,NA,5,0,0,0,.,.,.,2016,december,10,schenck,BWE_P3,11F,m,2.82,.,0,0,0,0,772.949327,0,0,0,0,T29
14,september,2015,dubois,katie,mono,mono.green,hot,1,1,2,green,1,18,1,>10,10,10,0,0,0,.,.,.,2016,december,10,schenck,BWE_P3,11G,m,2.94,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.green,hot,1,1,3,green,1,43,1,<10,NA,5,0,0,0,.,.,.,2016,december,10,schenck,BWE_P3,11H,m,3.06,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.green,hot,1,1,4,green,1,30,1,<1,NA,0.5,0,0,0,.,.,.,2016,december,10,schenck,BWE_P3,12A,m,2.29,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.orange,hot,1,1,2,orange,1,43,1,<10,NA,5,0,0,0,.,.,.,2016,december,10,schenck,BWE_P3,12B,m,3.95,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.orange,hot,1,1,3,orange,1,40,1,<10,NA,5,0,0,0,.,.,.,2016,december,10,schenck,BWE_P3,12C,m,2.99,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.orange,hot,1,1,4,orange,1,39,1,<10,NA,5,0,0,0,.,.,.,2016,december,10,schenck,BWE_P3,12D,m,3.04,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.purple,hot,1,1,1,purple,1,43,1,<10,NA,5,0,0,0,.,.,.,2016,december,10,schenck,BWE_P3,12E,m,3.18,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.purple,hot,1,1,2,purple,1,45,1,<10,NA,5,1,0,0,.,.,.,2016,december,10,schenck,BWE_P3,12F,m,3.71,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.purple,hot,1,1,3,purple,1,47.5,1,>10,10,10,0,0,0,.,.,.,2016,december,10,schenck,BWE_P3,12G,m,2.89,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.purple,hot,1,1,4,purple,1,41,1,<10,NA,5,0,0,0,.,.,.,2016,december,10,schenck,BWE_P3,12H,m,3.84,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.red,hot,1,1,1,red,1,58,1,<10,NA,5,0,0,0,.,.,.,2016,december,20,schenck,BWE_P4,1A,m,2.76,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.red,hot,1,1,2,red,1,37.5,1,<10,NA,5,0,1,0,.,leaf tip broken,.,2016,december,20,schenck,BWE_P4,1B,m,2.2,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.red,hot,1,1,3,red,1,53.5,1,<10,NA,5,0,0,0,.,.,.,2016,december,20,schenck,BWE_P4,1C,m,3.16,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.red,hot,1,1,4,red,1,33,1,>10,20,20,0,1,0,.,leaf tip broken,.,2016,december,20,schenck,BWE_P4,1D,m,2.42,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.white,hot,1,1,1,white,1,57,1,<10,NA,5,0,0,0,.,.,.,2016,december,20,schenck,BWE_P4,1E,m,2.54,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.white,hot,1,1,2,white,1,50.5,1,<10,NA,5,0,0,0,.,.,.,2016,december,20,schenck,BWE_P4,1F,m,2.77,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.white,hot,1,1,3,white,1,52.5,1,<10,NA,5,0,0,0,.,.,.,2016,december,20,schenck,BWE_P4,1G,m,3.28,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.white,hot,1,1,4,white,1,56,1,<10,NA,5,0,0,0,.,.,.,2016,december,20,schenck,BWE_P4,1H,m,3.43,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.yellow,hot,1,1,1,yellow,1,45.5,1,<1,NA,0.5,0,0,0,.,.,.,2016,december,20,schenck,BWE_P4,2A,m,3.1,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.yellow,hot,1,1,2,yellow,1,46,1,<1,NA,0.5,0,0,0,.,.,.,2016,december,20,schenck,BWE_P4,2B,m,3.91,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.yellow,hot,1,1,3,yellow,1,33,1,<10,NA,5,0,0,0,.,.,.,2016,december,20,schenck,BWE_P4,2C,m,2.06,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.yellow,hot,1,1,4,yellow,1,48.5,1,<1,NA,0.5,0,0,0,.,.,.,2016,december,20,schenck,BWE_P4,2D,m,3.24,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,poly,mix.10,hot,1,1,5,brown,1,50,1,<10,NA,5,0,0,0,.,.,.,2016,december,20,schenck,BWE_P4,2E,m,3.26,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,poly,mix.10,hot,1,1,5,white,1,33,1,<10,NA,5,0,0,0,.,.,.,2016,december,20,schenck,BWE_P4,2F,m,2.42,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,poly,mix.10,hot,1,1,5,purple,1,59,1,>10,20,20,0,0,0,.,.,.,2016,december,20,schenck,BWE_P4,2G,m,3.03,.,0,0,0,0,927.2661687,0,0,0,0,T30&31
14,september,2015,dubois,katie,poly,mix.9,hot,1,1,5,red,1,44,1,<10,NA,5,0,0,0,.,.,.,2016,december,20,schenck,BWE_P4,2H,m,3.85,.,0,0,0,0,927.2661687,0,0,0,0,T30&31
14,september,2015,dubois,katie,poly,mix.9,hot,1,1,5,green,1,29,1,<10,NA,5,0,0,0,.,.,.,2016,december,20,schenck,BWE_P4,3A,m,2.13,.,0,0,0,0,801.3391133,0,0,0,0,T30
14,september,2015,dubois,katie,mono,mono.white,hot,2,8,3,white,1,54,1,>10,30,30,0,0,1,.,leaf aged,.,2017,november,30,schenck,BWE_P2,6G,m,3.73,lesion on sample,19.38,0.108,430850.0597,43085005.97,744.8850606,578.4114658,57841.14658,15507.00981,1,T38
